name,make,model,year,price,cylinders,transmission,trim,body,drivetrain
2024 Mercedes-Benz Sprinter 2500 144 WB Standard Roof Passenger,Mercedes-Benz,Sprinter 2500,2024,69017.0,4.0,9-Speed Automatic,144 WB Standard Roof Passenger,Passenger Van,Rear-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,60925.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Cadillac LYRIQ Luxury,Cadillac,LYRIQ,2024,73110.0,Electric,1-Speed Automatic,Luxury,SUV,All-wheel Drive
2024 Kia Telluride SX X-Pro,Kia,Telluride,2024,51965.0,6.0,Automatic,SX X-Pro,SUV,All-wheel Drive
2024 Jeep Wagoneer L Base,Jeep,Wagoneer L,2024,74366.0,6.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,63670.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,35010.0,3.0,8-Speed Automatic,Big Bend,SUV,Four-wheel Drive
2024 Mazda CX-90 3.3 Turbo Premium Plus,Mazda,CX-90,2024,49900.0,6.0,8-Speed Automatic,3.3 Turbo Premium Plus,SUV,All-wheel Drive
2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,2024,75925.0,6.0,9-Speed Automatic,4MATIC,SUV,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,93303.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,58049.0,4.0,Automatic,Premium Plus,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,49260.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,41903.11111111111,4.0,8-Speed Automatic,SE,SUV,All-wheel Drive
2024 Ford Transit-150 Base,Ford,Transit-150,2024,52640.0,6.0,10-Speed Automatic,Base,Cargo Van,Rear-wheel Drive
2024 Kia Sportage SX-Prestige,Kia,Sportage,2024,38040.0,4.0,8-Speed Automatic,SX-Prestige,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,49390.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,32491.0,4.0,8-Speed Automatic,Limited,SUV,Front-wheel Drive
2024 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,GLA 250,2024,51725.0,4.0,8-Speed Automatic with Auto-Shift,Base 4MATIC,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,58720.0,6.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Genesis Electrified GV70 Advanced,Genesis,Electrified GV70,2024,60490.0,Electric,1-Speed Automatic,Advanced,SUV,All-wheel Drive
2024 BMW i7 M70,BMW,i7,2024,195895.0,Electric,1-Speed Automatic,M70,Sedan,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37215.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,32995.0,4.0,8-Speed Automatic,SX,SUV,Front-wheel Drive
2024 Mazda CX-90 3.3 Turbo S Premium,Mazda,CX-90,2024,54800.0,6.0,8-Speed Automatic,3.3 Turbo S Premium,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,49285.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49895.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28860.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,63440.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Dodge Durango R/T,Dodge,Durango,2024,57486.0,8.0,8-Speed Automatic,R/T,SUV,All-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,40085.0,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 Volvo S60 Recharge Plug-In Hybrid T8 Plus Dark Theme,Volvo,S60 Recharge Plug-In Hybrid,2024,57545.0,4.0,8-Speed Automatic,T8 Plus Dark Theme,Sedan,All-wheel Drive
2024 Ford Transit-350 Base,Ford,Transit-350,2024,74391.0,6.0,Automatic,Base,Cargo Van,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,64965.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Ford Escape Platinum,Ford,Escape,2024,38481.0,4.0,Automatic,Platinum,SUV,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,77085.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,58825.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,26335.0,4.0,Automatic CVT,SR,SUV,Front-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49720.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 Custom,Chevrolet,Silverado 1500,2024,50565.0,4.0,8-Speed Automatic,Custom,Pickup Truck,Four-wheel Drive
2024 Buick Envista Avenir,Buick,Envista,2024,31805.0,3.0,6-Speed Automatic,Avenir,SUV,Front-wheel Drive
2024 Chevrolet Equinox RS,Chevrolet,Equinox,2024,38717.0,4.0,6-Speed Automatic,RS,SUV,All-wheel Drive
2024 Cadillac XT6 Luxury FWD,Cadillac,XT6,2024,50415.0,4.0,9-Speed Automatic,Luxury FWD,SUV,Front-wheel Drive
2024 Ford Transit-250 148 WB Medium Roof Cargo,Ford,Transit-250,2024,50486.0,6.0,10-Speed Automatic with Overdrive,148 WB Medium Roof Cargo,Cargo Van,Rear-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,32406.0,4.0,8-speed automatic,1.5T SE,SUV,Front-wheel Drive
2024 Kia Sportage X-Pro Prestige,Kia,Sportage,2024,40250.0,4.0,8-Speed Automatic,X-Pro Prestige,SUV,All-wheel Drive
2024 Subaru Impreza Sport,Subaru,Impreza,2024,29068.0,4.0,Automatic CVT,Sport,Hatchback,All-wheel Drive
2024 Chrysler Voyager LX,Chrysler,Voyager,2024,38954.0,6.0,9-Speed Automatic,LX,Passenger Van,Front-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,49842.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Nissan Murano SL,Nissan,Murano,2024,46510.0,6.0,Automatic CVT,SL,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40933.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 BMW X3 sDrive30i,BMW,X3,2024,49395.0,4.0,8-Speed Automatic Sport,sDrive30i,SUV,Rear-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28265.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 RAM 2500 Tradesman Regular Cab 4x4 8' Box,RAM,2500,2024,53750.0,8.0,Automatic,Tradesman Regular Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 Subaru Outback Limited,Subaru,Outback,2024,39822.0,4.0,Automatic CVT,Limited,SUV,All-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,88135.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,30798.0,3.0,Automatic,ST-Line,SUV,Front-wheel Drive
2024 Volkswagen Taos 1.5T S,Volkswagen,Taos,2024,25311.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T S,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,49201.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,29386.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28994.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,All-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49895.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,36280.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Ford Expedition Limited,Ford,Expedition,2024,80374.0,6.0,10-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 RAM ProMaster 1500 Low Roof,RAM,ProMaster 1500,2024,51380.0,6.0,9-Speed Automatic,Low Roof,Cargo Van,Front-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,52180.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,41977.80327868852,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28998.0,4.0,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,All-wheel Drive
2024 Nissan Kicks SV,Nissan,Kicks,2024,24979.0,4.0,CVT with Xtronic,SV,SUV,Front-wheel Drive
2024 Ford Transit-350 148 WB Medium Roof Cargo,Ford,Transit-350,2024,52530.0,6.0,Automatic,148 WB Medium Roof Cargo,Cargo Van,Rear-wheel Drive
2024 Hyundai IONIQ 5 SE,Hyundai,IONIQ 5,2024,38201.0,Electric,Automatic,SE,SUV,Rear-wheel Drive
2024 Ford Edge ST-Line,Ford,Edge,2024,41903.11111111111,4.0,8-Speed Automatic,ST-Line,SUV,All-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,41528.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,49082.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Subaru Impreza RS,Subaru,Impreza,2024,32098.0,4.0,Automatic CVT,RS,Hatchback,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,53791.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,49139.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Ford Expedition XLT,Ford,Expedition,2024,72135.0,6.0,10-Speed Automatic,XLT,SUV,Four-wheel Drive
2024 Honda CR-V EX-L,Honda,CR-V,2024,37965.0,4.0,Automatic CVT,EX-L,SUV,All-wheel Drive
2024 Kia Soul S,Kia,Soul,2024,21000.0,4.0,Automatic,S,Hatchback,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37335.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,33785.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
2024 GMC Sierra 2500 Pro,GMC,Sierra 2500,2024,48268.0,8.0,10-Speed Automatic,Pro,Pickup Truck,Rear-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,45141.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Volkswagen Taos 1.5T S,Volkswagen,Taos,2024,28098.0,4.0,7-Speed DSG Automatic with Tiptronic,1.5T S,SUV,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,24430.0,4.0,Automatic CVT,SR,SUV,Front-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,24430.0,4.0,Automatic CVT,SR,SUV,Front-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,25080.0,4.0,Automatic CVT,SR,SUV,Front-wheel Drive
2024 Mercedes-Benz AMG C 43 Base 4MATIC,Mercedes-Benz,AMG C 43,2024,73960.0,4.0,9-Speed Automatic,Base 4MATIC,Sedan,All-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,46659.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,43490.0,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,2024,80927.0,6.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,33977.0,4.0,6-Speed Automatic,1LT,SUV,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35795.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
2024 Ford Maverick XLT,Ford,Maverick,2024,36550.0,4.0,8-Speed Automatic,XLT,Pickup Truck,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37805.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,74625.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35400.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,43613.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,49836.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Hyundai Kona SE,Hyundai,Kona,2024,27555.0,4.0,Automatic CVT,SE,SUV,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,29305.0,3.0,8-Speed Automatic,Active,SUV,Front-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,40015.0,4.0,8-Speed Automatic,SE,SUV,All-wheel Drive
2024 Kia Sportage SX-Prestige,Kia,Sportage,2024,35195.0,4.0,8-Speed Automatic,SX-Prestige,SUV,Front-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,43439.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Ford Bronco Sport Outer Banks,Ford,Bronco Sport,2024,35615.0,3.0,8-Speed Automatic,Outer Banks,SUV,Four-wheel Drive
2024 Kia Forte LXS,Kia,Forte,2024,21070.0,4.0,Automatic CVT,LXS,Sedan,Front-wheel Drive
2024 Nissan Versa S,Nissan,Versa,2024,20842.0,4.0,Automatic CVT,S,Sedan,Front-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,43685.0,4.0,10-Speed Automatic,XLT,SUV,Rear-wheel Drive
2024 Jeep Wagoneer L Base,Jeep,Wagoneer L,2024,66770.0,6.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 RAM ProMaster 1500 Low Roof,RAM,ProMaster 1500,2024,48822.0,6.0,9-Speed Automatic,Low Roof,Cargo Van,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37220.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,67164.0,4.0,8-Speed Automatic,Trailhawk,SUV,Four-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37309.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,2024,77314.0,4.0,8-Speed Automatic,Overland,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,2024,70312.0,4.0,8-Speed Automatic,Overland,SUV,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,36331.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,62343.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,67446.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40835.0,4.0,Automatic,Limited,SUV,All-wheel Drive
2024 Jeep Gladiator Sport,Jeep,Gladiator,2024,54620.0,6.0,Automatic,Sport,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,59674.0,6.0,Automatic,Limited,SUV,Four-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,69315.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Mercedes-Benz Sprinter 2500 Standard Roof,Mercedes-Benz,Sprinter 2500,2024,59037.0,4.0,9-Speed Automatic,Standard Roof,Cargo Van,Rear-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49720.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,69085.0,6.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Nissan Murano SV Intelligent AWD,Nissan,Murano,2024,43495.0,6.0,Automatic,SV Intelligent AWD,SUV,All-wheel Drive
2024 Chevrolet Silverado 2500 WT,Chevrolet,Silverado 2500,2024,48995.0,8.0,Automatic,WT,Pickup Truck,Rear-wheel Drive
